"","dteday","TMAX","PRCP","AWND","season","day_of_week","mnth_date","day","cnt"
"1258",2014-07-13,317,5,41,"3","Sunday","13_7",13,9341
"1259",2014-07-14,322,48,14,"3","Monday","14_7",14,8539
"1260",2014-07-15,306,89,15,"3","Tuesday","15_7",15,7852
"1261",2014-07-16,261,0,33,"3","Wednesday","16_7",16,11308
"1262",2014-07-17,267,0,23,"3","Thursday","17_7",17,11610
"1263",2014-07-18,283,0,14,"3","Friday","18_7",18,11657
"1264",2014-07-19,267,0,13,"3","Saturday","19_7",19,11764
"1265",2014-07-20,267,0,15,"3","Sunday","20_7",20,10805
"1266",2014-07-21,278,0,25,"3","Monday","21_7",21,11029
"1267",2014-07-22,289,0,27,"3","Tuesday","22_7",22,11192
"1268",2014-07-23,339,0,29,"3","Wednesday","23_7",23,10221
"1269",2014-07-24,256,15,30,"3","Thursday","24_7",24,10690
"1270",2014-07-25,278,0,25,"3","Friday","25_7",25,12311
"1271",2014-07-26,306,0,27,"3","Saturday","26_7",26,11983
"1272",2014-07-27,289,18,39,"3","Sunday","27_7",27,10005
"1273",2014-07-28,272,0,53,"3","Monday","28_7",28,10688
"1274",2014-07-29,233,0,44,"3","Tuesday","29_7",29,11358
"1275",2014-07-30,261,0,16,"3","Wednesday","30_7",30,11359
"1276",2014-07-31,294,0,22,"3","Thursday","31_7",31,10982
"1277",2014-08-01,250,0,22,"3","Friday","1_8",1,9852
"1278",2014-08-02,261,3,18,"3","Saturday","2_8",2,10837
"1279",2014-08-03,283,38,15,"3","Sunday","3_8",3,9824
"1280",2014-08-04,294,0,21,"3","Monday","4_8",4,10887
"1281",2014-08-05,306,0,11,"3","Tuesday","5_8",5,10716
"1282",2014-08-06,289,0,21,"3","Wednesday","6_8",6,10951
"1283",2014-08-07,289,0,25,"3","Thursday","7_8",7,11063
"1284",2014-08-08,272,0,15,"3","Friday","8_8",8,11274
"1285",2014-08-09,278,0,17,"3","Saturday","9_8",9,10356
"1286",2014-08-10,289,0,16,"3","Sunday","10_8",10,10679
"1287",2014-08-11,278,30,22,"3","Monday","11_8",11,9612
"1288",2014-08-12,250,287,18,"3","Tuesday","12_8",12,5971
"1289",2014-08-13,278,0,47,"3","Wednesday","13_8",13,10882
"1290",2014-08-14,278,0,34,"3","Thursday","14_8",14,11006
"1291",2014-08-15,261,0,20,"3","Friday","15_8",15,11942
"1292",2014-08-16,272,0,17,"3","Saturday","16_8",16,12251
"1293",2014-08-17,306,5,26,"3","Sunday","17_8",17,10588
"1294",2014-08-18,278,0,14,"3","Monday","18_8",18,10714
"1295",2014-08-19,278,0,26,"3","Tuesday","19_8",19,10530
"1296",2014-08-20,289,251,24,"3","Wednesday","20_8",20,9150
"1297",2014-08-21,294,363,11,"3","Thursday","21_8",21,9735
"1298",2014-08-22,272,8,15,"3","Friday","22_8",22,10244
"1299",2014-08-23,217,211,22,"3","Saturday","23_8",23,6431
"1300",2014-08-24,244,0,15,"3","Sunday","24_8",24,10792
"1301",2014-08-25,272,0,16,"3","Monday","25_8",25,10744
"1302",2014-08-26,294,0,13,"3","Tuesday","26_8",26,10874
"1303",2014-08-27,306,0,11,"3","Wednesday","27_8",27,11138
"1304",2014-08-28,278,0,36,"3","Thursday","28_8",28,11061
"1305",2014-08-29,261,0,16,"3","Friday","29_8",29,11612
"1306",2014-08-30,267,0,26,"3","Saturday","30_8",30,10214
"1307",2014-08-31,322,112,33,"3","Sunday","31_8",31,8940
"1308",2014-09-01,317,3,13,"3","Monday","1_9",1,8303
"1309",2014-09-02,322,30,23,"3","Tuesday","2_9",2,8623
"1310",2014-09-03,294,0,9,"3","Wednesday","3_9",3,10412
"1311",2014-09-04,300,0,22,"3","Thursday","4_9",4,10830
"1312",2014-09-05,317,0,19,"3","Friday","5_9",5,11006
"1313",2014-09-06,328,3,27,"3","Saturday","6_9",6,9315
"1314",2014-09-07,256,0,43,"3","Sunday","7_9",7,11229
"1315",2014-09-08,222,0,26,"3","Monday","8_9",8,10377
"1316",2014-09-09,233,0,29,"3","Tuesday","9_9",9,10978
"1317",2014-09-10,250,0,27,"3","Wednesday","10_9",10,11233
"1318",2014-09-11,300,0,40,"3","Thursday","11_9",11,10997
"1319",2014-09-12,233,0,37,"3","Friday","12_9",12,12179
"1320",2014-09-13,206,18,24,"3","Saturday","13_9",13,8207
"1321",2014-09-14,200,0,16,"3","Sunday","14_9",14,11911
"1322",2014-09-15,228,0,12,"3","Monday","15_9",15,11348
"1323",2014-09-16,244,0,28,"3","Tuesday","16_9",16,12134
"1324",2014-09-17,233,0,11,"3","Wednesday","17_9",17,11633
"1325",2014-09-18,250,0,16,"3","Thursday","18_9",18,11507
"1326",2014-09-19,228,0,29,"3","Friday","19_9",19,11855
"1327",2014-09-20,261,0,22,"3","Saturday","20_9",20,12677
"1328",2014-09-21,289,0,28,"3","Sunday","21_9",21,10737
"1329",2014-09-22,222,0,49,"3","Monday","22_9",22,11002
"1330",2014-09-23,211,0,18,"4","Tuesday","23_9",23,11592
"1331",2014-09-24,200,15,31,"4","Wednesday","24_9",24,9309
"1332",2014-09-25,194,147,42,"4","Thursday","25_9",25,6645
"1333",2014-09-26,244,0,24,"4","Friday","26_9",26,12131
"1334",2014-09-27,267,0,16,"4","Saturday","27_9",27,12626
"1335",2014-09-28,267,0,8,"4","Sunday","28_9",28,10904
"1336",2014-09-29,211,0,8,"4","Monday","29_9",29,10628
"1337",2014-09-30,228,20,14,"4","Tuesday","30_9",30,11608
"1338",2014-10-01,222,10,18,"4","Wednesday","1_10",1,10550
"1339",2014-10-02,233,0,13,"4","Thursday","2_10",2,11697
"1340",2014-10-03,206,23,40,"4","Friday","3_10",3,10903
"1341",2014-10-04,194,23,46,"4","Saturday","4_10",4,10642
"1342",2014-10-05,161,0,21,"4","Sunday","5_10",5,9647
"1343",2014-10-06,228,0,41,"4","Monday","6_10",6,10655
"1344",2014-10-07,206,69,45,"4","Tuesday","7_10",7,9464
"1345",2014-10-08,244,0,38,"4","Wednesday","8_10",8,11261
"1346",2014-10-09,211,0,23,"4","Thursday","9_10",9,11230
"1347",2014-10-10,161,3,12,"4","Friday","10_10",10,8144
"1348",2014-10-11,144,102,31,"4","Saturday","11_10",11,5697
"1349",2014-10-12,150,0,14,"4","Sunday","12_10",12,9419
"1350",2014-10-13,183,8,5,"4","Monday","13_10",13,6611
"1351",2014-10-14,261,5,58,"4","Tuesday","14_10",14,10900
"1352",2014-10-15,217,330,34,"4","Wednesday","15_10",15,6100
"1353",2014-10-16,183,36,18,"4","Thursday","16_10",16,10076
"1354",2014-10-17,217,0,28,"4","Friday","17_10",17,11940
"1355",2014-10-18,206,0,51,"4","Saturday","18_10",18,10848
"1356",2014-10-19,144,0,60,"4","Sunday","19_10",19,8121
"1357",2014-10-20,189,0,19,"4","Monday","20_10",20,9426
"1358",2014-10-21,200,79,22,"4","Tuesday","21_10",21,7467
"1359",2014-10-22,128,66,58,"4","Wednesday","22_10",22,4386
"1360",2014-10-23,178,0,79,"4","Thursday","23_10",23,9754
"1361",2014-10-24,194,0,45,"4","Friday","24_10",24,10453
"1362",2014-10-25,222,0,26,"4","Saturday","25_10",25,11182
"1363",2014-10-26,200,0,52,"4","Sunday","26_10",26,10253
"1364",2014-10-27,217,0,18,"4","Monday","27_10",27,10538
"1365",2014-10-28,278,0,38,"4","Tuesday","28_10",28,11582
"1366",2014-10-29,194,13,22,"4","Wednesday","29_10",29,9396
"1367",2014-10-30,150,0,19,"4","Thursday","30_10",30,10045
"1368",2014-10-31,122,0,13,"4","Friday","31_10",31,9575
"1369",2014-11-01,100,0,66,"4","Saturday","1_11",1,6064
"1370",2014-11-02,94,0,84,"4","Sunday","2_11",2,5643
"1371",2014-11-03,161,0,30,"4","Monday","3_11",3,8563
"1372",2014-11-04,211,0,21,"4","Tuesday","4_11",4,9809
"1373",2014-11-05,178,5,16,"4","Wednesday","5_11",5,9118
"1374",2014-11-06,167,79,20,"4","Thursday","6_11",6,7306
"1375",2014-11-07,122,0,68,"4","Friday","7_11",7,8690
"1376",2014-11-08,100,0,27,"4","Saturday","8_11",8,7551
"1377",2014-11-09,139,0,12,"4","Sunday","9_11",9,7826
"1378",2014-11-10,167,0,16,"4","Monday","10_11",10,9294
"1379",2014-11-11,211,0,17,"4","Tuesday","11_11",11,10772
"1380",2014-11-12,167,0,34,"4","Wednesday","12_11",12,9539
"1381",2014-11-13,67,0,34,"4","Thursday","13_11",13,7124
"1382",2014-11-14,44,0,49,"4","Friday","14_11",14,7018
"1383",2014-11-15,61,0,25,"4","Saturday","15_11",15,5938
"1384",2014-11-16,61,15,16,"4","Sunday","16_11",16,4737
"1385",2014-11-17,83,168,42,"4","Monday","17_11",17,4083
"1386",2014-11-18,22,0,70,"4","Tuesday","18_11",18,5528
"1387",2014-11-19,17,0,32,"4","Wednesday","19_11",19,5982
"1388",2014-11-20,111,0,44,"4","Thursday","20_11",20,7235
"1389",2014-11-21,17,0,41,"4","Friday","21_11",21,6345
"1390",2014-11-22,94,0,32,"4","Saturday","22_11",22,5561
"1391",2014-11-23,122,66,26,"4","Sunday","23_11",23,5560
"1392",2014-11-24,211,38,54,"4","Monday","24_11",24,9142
"1393",2014-11-25,150,0,20,"4","Tuesday","25_11",25,8127
"1394",2014-11-26,72,305,35,"4","Wednesday","26_11",26,1424
"1395",2014-11-27,67,0,27,"4","Thursday","27_11",27,1843
"1396",2014-11-28,28,0,36,"4","Friday","28_11",28,2609
"1397",2014-11-29,72,0,22,"4","Saturday","29_11",29,3651
"1398",2014-11-30,178,0,43,"4","Sunday","30_11",30,4966
"1399",2014-12-01,211,3,41,"4","Monday","1_12",1,6314
"1400",2014-12-02,50,137,25,"4","Tuesday","2_12",2,2653
"1401",2014-12-03,94,5,45,"4","Wednesday","3_12",3,6853
"1402",2014-12-04,61,0,17,"4","Thursday","4_12",4,7332
"1403",2014-12-05,44,10,15,"4","Friday","5_12",5,5986
"1404",2014-12-06,89,135,33,"4","Saturday","6_12",6,2677
"1405",2014-12-07,67,0,59,"4","Sunday","7_12",7,5253
"1406",2014-12-08,17,18,37,"4","Monday","8_12",8,6026
"1407",2014-12-09,56,114,55,"4","Tuesday","9_12",9,3290
"1408",2014-12-10,72,0,82,"4","Wednesday","10_12",10,6697
"1409",2014-12-11,39,0,60,"4","Thursday","11_12",11,6320
"1410",2014-12-12,56,0,52,"4","Friday","12_12",12,6760
"1411",2014-12-13,89,0,29,"4","Saturday","13_12",13,5623
"1412",2014-12-14,111,0,51,"4","Sunday","14_12",14,5247
"1413",2014-12-15,144,0,11,"4","Monday","15_12",15,7638
"1414",2014-12-16,67,104,10,"4","Tuesday","16_12",16,5947
"1415",2014-12-17,111,0,43,"4","Wednesday","17_12",17,7369
"1416",2014-12-18,33,0,54,"4","Thursday","18_12",18,6313
"1417",2014-12-19,33,0,45,"4","Friday","19_12",19,5867
"1418",2014-12-20,17,0,6,"4","Saturday","20_12",20,3847
"1419",2014-12-21,44,0,7,"1","Sunday","21_12",21,3552
"1420",2014-12-22,11,66,21,"1","Monday","22_12",22,2963
"1421",2014-12-23,56,20,16,"1","Tuesday","23_12",23,3720
"1422",2014-12-24,128,193,15,"1","Wednesday","24_12",24,1212
"1423",2014-12-25,128,10,43,"1","Thursday","25_12",25,1635
"1424",2014-12-26,100,0,11,"1","Friday","26_12",26,2911
"1425",2014-12-27,150,0,8,"1","Saturday","27_12",27,4181
"1426",2014-12-28,139,10,18,"1","Sunday","28_12",28,2861
"1427",2014-12-29,61,3,23,"1","Monday","29_12",29,5142
"1428",2014-12-30,44,0,30,"1","Tuesday","30_12",30,5162
"1429",2014-12-31,22,0,17,"1","Wednesday","31_12",31,4209
"1430",2015-01-01,56,0,31,"1","Thursday","1_1",1,2578
"1431",2015-01-02,67,0,2,"1","Friday","2_1",2,5108
"1432",2015-01-03,33,142,9,"1","Saturday","3_1",3,1703
"1433",2015-01-04,156,71,57,"1","Sunday","4_1",4,3658
"1434",2015-01-05,78,0,72,"1","Monday","5_1",5,5222
"1435",2015-01-06,-21,71,16,"1","Tuesday","6_1",6,2060
"1436",2015-01-07,-55,0,60,"1","Wednesday","7_1",7,3035
"1437",2015-01-08,-60,0,42,"1","Thursday","8_1",8,2952
"1438",2015-01-09,22,0,48,"1","Friday","9_1",9,4214
"1439",2015-01-10,-38,0,23,"1","Saturday","10_1",10,2673
"1440",2015-01-11,39,0,14,"1","Sunday","11_1",11,3451
"1441",2015-01-12,33,157,20,"1","Monday","12_1",12,2155
"1442",2015-01-13,33,0,51,"1","Tuesday","13_1",13,5473
"1443",2015-01-14,-21,0,29,"1","Wednesday","14_1",14,4555
"1444",2015-01-15,22,0,12,"1","Thursday","15_1",15,5774
"1445",2015-01-16,56,0,39,"1","Friday","16_1",16,5683
"1446",2015-01-17,28,0,31,"1","Saturday","17_1",17,4217
"1447",2015-01-18,61,0,23,"1","Sunday","18_1",18,2523
"1448",2015-01-19,78,0,28,"1","Monday","19_1",19,4634
"1449",2015-01-20,78,0,6,"1","Tuesday","20_1",20,6263
"1450",2015-01-21,6,41,7,"1","Wednesday","21_1",21,5350
"1451",2015-01-22,67,3,35,"1","Thursday","22_1",22,6369
"1452",2015-01-23,44,173,21,"1","Friday","23_1",23,4733
"1453",2015-01-24,56,94,41,"1","Saturday","24_1",24,3472
"1454",2015-01-25,83,0,19,"1","Sunday","25_1",25,5159
"1455",2015-01-26,61,58,46,"1","Monday","26_1",26,2429
"1456",2015-01-27,0,5,70,"1","Tuesday","27_1",27,4067
"1457",2015-01-28,17,0,53,"1","Wednesday","28_1",28,5094
"1458",2015-01-29,22,13,24,"1","Thursday","29_1",29,4628
"1459",2015-01-30,39,0,82,"1","Friday","30_1",30,4848
"1460",2015-01-31,11,0,42,"1","Saturday","31_1",31,3331
"1461",2015-02-01,50,13,22,"1","Sunday","1_2",1,3587
"1462",2015-02-02,83,38,62,"1","Monday","2_2",2,3881
"1463",2015-02-03,22,0,34,"1","Tuesday","3_2",3,5117
"1464",2015-02-04,122,0,31,"1","Wednesday","4_2",4,6074
"1465",2015-02-05,50,0,74,"1","Thursday","5_2",5,4986
"1466",2015-02-06,22,0,26,"1","Friday","6_2",6,4927
"1467",2015-02-07,83,0,11,"1","Saturday","7_2",7,4925
"1468",2015-02-08,156,0,17,"1","Sunday","8_2",8,6647
"1469",2015-02-09,39,28,33,"1","Monday","9_2",9,4939
"1470",2015-02-10,33,0,55,"1","Tuesday","10_2",10,5667
"1471",2015-02-11,72,0,23,"1","Wednesday","11_2",11,6592
"1472",2015-02-12,44,0,62,"1","Thursday","12_2",12,5439
"1473",2015-02-13,-27,0,47,"1","Friday","13_2",13,4010
"1474",2015-02-14,56,8,56,"1","Saturday","14_2",14,2933
"1475",2015-02-15,-77,0,119,"1","Sunday","15_2",15,1041
"1476",2015-02-16,-88,69,30,"1","Monday","16_2",16,1315
"1477",2015-02-17,-21,30,16,"1","Tuesday","17_2",17,1178
"1478",2015-02-18,6,0,40,"1","Wednesday","18_2",18,3143
"1479",2015-02-19,-93,0,79,"1","Thursday","19_2",19,2682
"1480",2015-02-20,-71,0,40,"1","Friday","20_2",20,2484
"1481",2015-02-21,6,236,38,"1","Saturday","21_2",21,741
"1482",2015-02-22,78,0,13,"1","Sunday","22_2",22,1989
"1483",2015-02-24,-27,0,24,"1","Tuesday","24_2",24,3871
"1484",2015-02-25,33,0,17,"1","Wednesday","25_2",25,4950
"1485",2015-02-26,11,25,20,"1","Thursday","26_2",26,3475
"1486",2015-02-27,-5,0,39,"1","Friday","27_2",27,4640
"1487",2015-02-28,-10,0,17,"1","Saturday","28_2",28,3222
"1488",2015-03-01,-5,79,20,"1","Sunday","1_3",1,768
"1489",2015-03-02,50,0,45,"1","Monday","2_3",2,4067
"1490",2015-03-03,28,0,39,"1","Tuesday","3_3",3,3831
"1491",2015-03-04,78,84,22,"1","Wednesday","4_3",4,4141
"1492",2015-03-05,50,224,55,"1","Thursday","5_3",5,538
"1493",2015-03-06,-27,0,22,"1","Friday","6_3",6,1928
"1494",2015-03-07,83,0,31,"1","Saturday","7_3",7,3182
"1495",2015-03-08,128,0,14,"1","Sunday","8_3",8,5348
"1496",2015-03-09,161,0,3,"1","Monday","9_3",9,7942
"1497",2015-03-10,72,135,6,"1","Tuesday","10_3",10,3941
"1498",2015-03-11,167,0,21,"1","Wednesday","11_3",11,7700
"1499",2015-03-12,133,0,36,"1","Thursday","12_3",12,8999
"1500",2015-03-13,106,0,25,"1","Friday","13_3",13,7908
"1501",2015-03-14,139,140,34,"1","Saturday","14_3",14,3547
"1502",2015-03-15,128,0,65,"1","Sunday","15_3",15,6416
"1503",2015-03-16,206,0,14,"1","Monday","16_3",16,8781
"1504",2015-03-17,206,0,64,"1","Tuesday","17_3",17,9027
"1505",2015-03-18,94,0,47,"1","Wednesday","18_3",18,7382
"1506",2015-03-19,106,0,13,"1","Thursday","19_3",19,8044
"1507",2015-03-20,61,137,24,"1","Friday","20_3",20,2905
"1508",2015-03-21,161,0,22,"2","Saturday","21_3",21,9043
"1509",2015-03-22,122,0,45,"2","Sunday","22_3",22,7953
"1510",2015-03-23,83,0,29,"2","Monday","23_3",23,7967
"1511",2015-03-24,83,0,18,"2","Tuesday","24_3",24,7729
"1512",2015-03-25,106,5,21,"2","Wednesday","25_3",25,7423
"1513",2015-03-26,233,30,55,"2","Thursday","26_3",26,8536
"1514",2015-03-27,94,160,44,"2","Friday","27_3",27,6002
"1515",2015-03-28,28,0,75,"2","Saturday","28_3",28,4573
"1516",2015-03-29,78,0,34,"2","Sunday","29_3",29,5672
"1517",2015-03-30,167,0,48,"2","Monday","30_3",30,8952
"1518",2015-03-31,200,3,60,"2","Tuesday","31_3",31,8011
"1519",2015-04-01,144,0,29,"2","Wednesday","1_4",1,9877
"1520",2015-04-02,222,0,64,"2","Thursday","2_4",2,11276
"1521",2015-04-03,211,56,55,"2","Friday","3_4",3,6428
"1522",2015-04-04,178,0,81,"2","Saturday","4_4",4,10438
"1523",2015-04-05,183,0,44,"2","Sunday","5_4",5,10187
"1524",2015-04-06,244,0,43,"2","Monday","6_4",6,12640
"1525",2015-04-07,228,33,21,"2","Tuesday","7_4",7,11117
"1526",2015-04-08,144,13,33,"2","Wednesday","8_4",8,7441
"1527",2015-04-09,89,10,26,"2","Thursday","9_4",9,7828
"1528",2015-04-10,194,5,26,"2","Friday","10_4",10,9398
"1529",2015-04-11,178,0,50,"2","Saturday","11_4",11,16746
"1530",2015-04-12,206,0,18,"2","Sunday","12_4",12,15752
"1531",2015-04-13,256,0,43,"2","Monday","13_4",13,12696
"1532",2015-04-14,189,127,31,"2","Tuesday","14_4",14,3825
"1533",2015-04-15,183,0,21,"2","Wednesday","15_4",15,11129
"1534",2015-04-16,217,20,32,"2","Thursday","16_4",16,11691
"1535",2015-04-17,261,5,16,"2","Friday","17_4",17,12550
"1536",2015-04-18,267,0,15,"2","Saturday","18_4",18,16008
"1537",2015-04-19,194,74,54,"2","Sunday","19_4",19,10255
"1538",2015-04-20,256,188,41,"2","Monday","20_4",20,9068
"1539",2015-04-21,194,0,44,"2","Tuesday","21_4",21,11644
"1540",2015-04-22,211,0,51,"2","Wednesday","22_4",22,10545
"1541",2015-04-23,128,0,52,"2","Thursday","23_4",23,10107
"1542",2015-04-24,156,0,58,"2","Friday","24_4",24,10376
"1543",2015-04-25,100,76,21,"2","Saturday","25_4",25,7192
"1544",2015-04-26,172,0,26,"2","Sunday","26_4",26,10337
"1545",2015-04-27,144,0,44,"2","Monday","27_4",27,8869
"1546",2015-04-28,206,0,46,"2","Tuesday","28_4",28,10999
"1547",2015-04-29,233,0,10,"2","Wednesday","29_4",29,11664
"1548",2015-04-30,222,18,19,"2","Thursday","30_4",30,10257
"1549",2015-05-01,178,0,26,"2","Friday","1_5",1,10356
"1550",2015-05-02,239,0,22,"2","Saturday","2_5",2,12579
"1551",2015-05-03,267,0,16,"2","Sunday","3_5",3,12106
"1552",2015-05-04,289,0,34,"2","Monday","4_5",4,11992
"1553",2015-05-05,294,5,18,"2","Tuesday","5_5",5,11100
"1554",2015-05-06,283,10,20,"2","Wednesday","6_5",6,11489
"1555",2015-05-07,267,0,19,"2","Thursday","7_5",7,12322
"1556",2015-05-08,283,0,15,"2","Friday","8_5",8,13431
"1557",2015-05-09,261,0,25,"2","Saturday","9_5",9,12851
"1558",2015-05-10,278,0,25,"2","Sunday","10_5",10,11100
"1559",2015-05-11,283,3,18,"2","Monday","11_5",11,12139
"1560",2015-05-12,306,0,42,"2","Tuesday","12_5",12,12067
"1561",2015-05-13,200,0,64,"2","Wednesday","13_5",13,11780
"1562",2015-05-14,211,0,23,"2","Thursday","14_5",14,12617
"1563",2015-05-15,250,0,32,"2","Friday","15_5",15,13651
"1564",2015-05-16,306,178,22,"2","Saturday","16_5",16,11208
"1565",2015-05-17,283,0,13,"2","Sunday","17_5",17,10942
"1566",2015-05-18,317,97,15,"2","Monday","18_5",18,10445
"1567",2015-05-19,306,0,30,"2","Tuesday","19_5",19,12068
"1568",2015-05-20,217,0,55,"2","Wednesday","20_5",20,12986
"1569",2015-05-21,144,66,17,"2","Thursday","21_5",21,6983
"1570",2015-05-22,239,0,47,"2","Friday","22_5",22,12531
"1571",2015-05-23,228,0,19,"2","Saturday","23_5",23,12720
"1572",2015-05-24,272,0,19,"2","Sunday","24_5",24,13579
"1573",2015-05-25,283,0,44,"2","Monday","25_5",25,12009
"1574",2015-05-26,306,0,34,"2","Tuesday","26_5",26,11354
"1575",2015-05-27,300,267,29,"2","Wednesday","27_5",27,11475
"1576",2015-05-28,317,0,14,"2","Thursday","28_5",28,11638
"1577",2015-05-29,289,0,26,"2","Friday","29_5",29,12067
"1578",2015-05-30,317,0,39,"2","Saturday","30_5",30,12672
"1579",2015-05-31,306,0,37,"2","Sunday","31_5",31,10928
"1580",2015-06-01,311,15,25,"2","Monday","1_6",1,8106
"1581",2015-06-02,211,41,40,"2","Tuesday","2_6",2,8055
"1582",2015-06-03,156,0,28,"2","Wednesday","3_6",3,9882
"1583",2015-06-04,161,185,26,"2","Thursday","4_6",4,6360
"1584",2015-06-05,233,0,16,"2","Friday","5_6",5,11082
"1585",2015-06-06,261,0,36,"2","Saturday","6_6",6,12685
"1586",2015-06-07,250,0,34,"2","Sunday","7_6",7,11675
"1587",2015-06-08,306,267,49,"2","Monday","8_6",8,9967
"1588",2015-06-09,289,0,44,"2","Tuesday","9_6",9,11772
"1589",2015-06-10,278,0,24,"2","Wednesday","10_6",10,11590
"1590",2015-06-11,333,0,22,"2","Thursday","11_6",11,11854
"1591",2015-06-12,328,5,32,"2","Friday","12_6",12,10872
"1592",2015-06-13,317,0,21,"2","Saturday","13_6",13,11768
"1593",2015-06-14,322,0,14,"2","Sunday","14_6",14,9515
"1594",2015-06-15,322,66,21,"2","Monday","15_6",15,9987
"1595",2015-06-16,328,0,36,"2","Tuesday","16_6",16,11500
"1596",2015-06-17,261,91,14,"2","Wednesday","17_6",17,11175
"1597",2015-06-18,311,157,20,"2","Thursday","18_6",18,9995
"1598",2015-06-19,289,18,22,"2","Friday","19_6",19,12024
"1599",2015-06-20,306,282,22,"2","Saturday","20_6",20,9318
"1600",2015-06-21,328,23,29,"3","Sunday","21_6",21,8784
"1601",2015-06-22,317,0,22,"3","Monday","22_6",22,11263
"1602",2015-06-23,339,140,35,"3","Tuesday","23_6",23,9190
"1603",2015-06-24,283,0,33,"3","Wednesday","24_6",24,12590
"1604",2015-06-25,283,102,14,"3","Thursday","25_6",25,11131
"1605",2015-06-26,267,0,24,"3","Friday","26_6",26,13042
"1606",2015-06-27,233,373,35,"3","Saturday","27_6",27,3305
"1607",2015-06-28,250,94,31,"3","Sunday","28_6",28,11621
"1608",2015-06-29,272,0,26,"3","Monday","29_6",29,12205
"1609",2015-06-30,294,30,31,"3","Tuesday","30_6",30,11980
"1610",2015-07-01,294,13,25,"3","Wednesday","1_7",1,11223
"1611",2015-07-02,233,0,17,"3","Thursday","2_7",2,11257
"1612",2015-07-03,261,3,13,"3","Friday","3_7",3,12791
"1613",2015-07-04,272,218,8,"3","Saturday","4_7",4,10288
"1614",2015-07-05,272,5,14,"3","Sunday","5_7",5,12199
"1615",2015-07-06,289,127,23,"3","Monday","6_7",6,10902
"1616",2015-07-07,306,0,26,"3","Tuesday","7_7",7,12223
"1617",2015-07-08,311,406,23,"3","Wednesday","8_7",8,9495
"1618",2015-07-09,306,0,22,"3","Thursday","9_7",9,11045
"1619",2015-07-10,289,0,32,"3","Friday","10_7",10,13013
"1620",2015-07-11,289,13,21,"3","Saturday","11_7",11,12420
"1621",2015-07-12,300,0,9,"3","Sunday","12_7",12,11711
"1622",2015-07-13,256,53,13,"3","Monday","13_7",13,10224
"1623",2015-07-14,306,0,26,"3","Tuesday","14_7",14,11591
"1624",2015-07-15,294,0,44,"3","Wednesday","15_7",15,12088
"1625",2015-07-17,272,0,30,"3","Friday","17_7",17,12627
"1626",2015-07-18,306,13,24,"3","Saturday","18_7",18,11096
"1627",2015-07-19,344,0,16,"3","Sunday","19_7",19,10148
"1628",2015-07-20,333,0,21,"3","Monday","20_7",20,10856
"1629",2015-07-21,306,0,17,"3","Tuesday","21_7",21,11811
"1630",2015-07-22,294,0,35,"3","Wednesday","22_7",22,12934
"1631",2015-07-23,283,0,22,"3","Thursday","23_7",23,12992
"1632",2015-07-24,294,0,19,"3","Friday","24_7",24,13339
"1633",2015-07-25,311,0,16,"3","Saturday","25_7",25,12902
"1634",2015-07-26,311,0,37,"3","Sunday","26_7",26,11314
"1635",2015-07-27,300,84,13,"3","Monday","27_7",27,10919
"1636",2015-07-28,322,15,12,"3","Tuesday","28_7",28,11976
"1637",2015-07-29,306,0,22,"3","Wednesday","29_7",29,12170
"1638",2015-07-30,317,292,26,"3","Thursday","30_7",30,10808
"1639",2015-07-31,306,0,21,"3","Friday","31_7",31,12396
"1640",2015-08-01,311,0,20,"3","Saturday","1_8",1,12043
"1641",2015-08-02,306,0,16,"3","Sunday","2_8",2,11447
"1642",2015-08-03,317,0,34,"3","Monday","3_8",3,12085
"1643",2015-08-04,328,43,26,"3","Tuesday","4_8",4,11626
"1644",2015-08-05,311,0,22,"3","Wednesday","5_8",5,12501
"1645",2015-08-06,261,5,22,"3","Thursday","6_8",6,12617
"1646",2015-08-07,256,0,24,"3","Friday","7_8",7,12181
"1647",2015-08-08,283,0,21,"3","Saturday","8_8",8,12970
"1648",2015-08-09,294,0,26,"3","Sunday","9_8",9,11651
"1649",2015-08-10,239,38,38,"3","Monday","10_8",10,10494
"1650",2015-08-11,317,0,41,"3","Tuesday","11_8",11,11342
"1651",2015-08-12,289,0,37,"3","Wednesday","12_8",12,12485
"1652",2015-08-13,278,0,26,"3","Thursday","13_8",13,12435
"1653",2015-08-14,300,0,11,"3","Friday","14_8",14,12549
"1654",2015-08-15,317,0,16,"3","Saturday","15_8",15,12082
"1655",2015-08-16,339,0,18,"3","Sunday","16_8",16,10192
"1656",2015-08-17,344,0,23,"3","Monday","17_8",17,10971
"1657",2015-08-18,294,18,20,"3","Tuesday","18_8",18,11595
"1658",2015-08-19,311,41,29,"3","Wednesday","19_8",19,11966
"1659",2015-08-20,294,104,18,"3","Thursday","20_8",20,10192
"1660",2015-08-21,283,0,31,"3","Friday","21_8",21,12902
"1661",2015-08-22,289,0,23,"3","Saturday","22_8",22,12339
"1662",2015-08-23,289,0,13,"3","Sunday","23_8",23,10981
"1663",2015-08-24,322,25,16,"3","Monday","24_8",24,10283
"1664",2015-08-25,283,0,22,"3","Tuesday","25_8",25,12672
"1665",2015-08-26,261,0,31,"3","Wednesday","26_8",26,12330
"1666",2015-08-27,267,0,27,"3","Thursday","27_8",27,12406
"1667",2015-08-28,289,0,15,"3","Friday","28_8",28,12210
